,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
2693,Romania,ROU,2021-02-09,930155.0,666942.0,263213.0,25918.0,4.84,3.47,1.37,1347.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2694,Romania,ROU,2021-02-10,970967.0,671448.0,299519.0,28395.0,5.05,3.49,1.56,1476.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2695,Romania,ROU,2021-02-11,1009422.0,675234.0,334188.0,30661.0,5.25,3.51,1.74,1594.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2696,Romania,ROU,2021-02-12,1048798.0,679333.0,369465.0,32464.0,5.45,3.53,1.92,1688.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2697,Romania,ROU,2021-02-13,1084096.0,683346.0,400750.0,34755.0,5.64,3.55,2.08,1807.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2698,Romania,ROU,2021-02-14,1113975.0,686634.0,427341.0,36808.0,5.79,3.57,2.22,1913.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2699,Romania,ROU,2021-02-15,1151112.0,696943.0,454169.0,37109.0,5.98,3.62,2.36,1929.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2700,Romania,ROU,2021-02-16,1197089.0,715748.0,481341.0,38133.0,6.22,3.72,2.5,1982.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2701,Romania,ROU,2021-02-17,1240408.0,734928.0,505480.0,38492.0,6.45,3.82,2.63,2001.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2702,Romania,ROU,2021-02-18,1280228.0,753753.0,526476.0,38687.0,6.65,3.92,2.74,2011.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2703,Romania,ROU,2021-02-19,1318356.0,771240.0,547116.0,38508.0,6.85,4.01,2.84,2002.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2761,Russia,RUS,2021-02-10,3900000.0,2200000.0,1700000.0,103571.0,2.67,1.51,1.16,710.0,Sputnik V
2908,Serbia,SRB,2021-02-10,640299.0,592634.0,47665.0,18092.0,9.41,8.71,0.7,2659.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
2910,Serbia,SRB,2021-02-12,836287.0,710138.0,126149.0,42559.0,12.29,10.44,1.85,6254.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
2912,Serbia,SRB,2021-02-14,987000.0,805000.0,182000.0,63256.0,14.5,11.83,2.67,9296.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
2917,Serbia,SRB,2021-02-19,1805488.0,1111000.0,694488.0,138457.0,26.53,16.33,10.21,20348.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
2943,Seychelles,SYC,2021-02-03,37092.0,37087.0,5.0,1644.0,37.72,37.71,0.01,16718.0,"Oxford/AstraZeneca, Sinopharm/Beijing"
2946,Seychelles,SYC,2021-02-06,39175.0,37589.0,1586.0,987.0,39.84,38.22,1.61,10037.0,"Oxford/AstraZeneca, Sinopharm/Beijing"
2948,Seychelles,SYC,2021-02-08,41694.0,37714.0,3980.0,945.0,42.4,38.35,4.05,9610.0,"Oxford/AstraZeneca, Sinopharm/Beijing"
2949,Seychelles,SYC,2021-02-09,44423.0,37723.0,6700.0,1163.0,45.17,38.36,6.81,11826.0,"Oxford/AstraZeneca, Sinopharm/Beijing"
2950,Seychelles,SYC,2021-02-10,48061.0,37726.0,10335.0,1567.0,48.87,38.36,10.51,15935.0,"Oxford/AstraZeneca, Sinopharm/Beijing"
2951,Seychelles,SYC,2021-02-11,51819.0,37952.0,13867.0,2005.0,52.69,38.59,14.1,20388.0,"Oxford/AstraZeneca, Sinopharm/Beijing"
2953,Seychelles,SYC,2021-02-13,55980.0,41799.0,14181.0,2401.0,56.92,42.5,14.42,24415.0,"Oxford/AstraZeneca, Sinopharm/Beijing"
2955,Seychelles,SYC,2021-02-15,58249.0,41808.0,16441.0,2365.0,59.23,42.51,16.72,24049.0,"Oxford/AstraZeneca, Sinopharm/Beijing"
2956,Seychelles,SYC,2021-02-16,59991.0,41815.0,18176.0,2224.0,61.0,42.52,18.48,22615.0,"Oxford/AstraZeneca, Sinopharm/Beijing"
2957,Seychelles,SYC,2021-02-17,61351.0,41839.0,19512.0,1899.0,62.39,42.55,19.84,19311.0,"Oxford/AstraZeneca, Sinopharm/Beijing"
2974,Singapore,SGP,2021-01-27,113050.0,113000.0,50.0,9116.0,1.93,1.93,0.0,1558.0,Pfizer/BioNTech
2978,Singapore,SGP,2021-01-31,155050.0,155000.0,50.0,10547.0,2.65,2.65,0.0,1803.0,Pfizer/BioNTech
2980,Singapore,SGP,2021-02-02,181000.0,175000.0,6000.0,11223.0,3.09,2.99,0.1,1918.0,Pfizer/BioNTech
2988,Singapore,SGP,2021-02-10,256000.0,250000.0,6000.0,9375.0,4.38,4.27,0.1,1602.0,Pfizer/BioNTech
3003,Slovakia,SVK,2021-01-18,72256.0,71674.0,582.0,6121.0,1.32,1.31,0.01,1121.0,Pfizer/BioNTech
3004,Slovakia,SVK,2021-01-19,80172.0,79129.0,1043.0,5742.0,1.47,1.45,0.02,1052.0,Pfizer/BioNTech
3005,Slovakia,SVK,2021-01-20,88054.0,86147.0,1907.0,5904.0,1.61,1.58,0.03,1081.0,Pfizer/BioNTech
3006,Slovakia,SVK,2021-01-21,95373.0,92818.0,2555.0,5884.0,1.75,1.7,0.05,1078.0,Pfizer/BioNTech
3007,Slovakia,SVK,2021-01-22,102143.0,99455.0,2688.0,5729.0,1.87,1.82,0.05,1049.0,Pfizer/BioNTech
3008,Slovakia,SVK,2021-01-23,102419.0,99731.0,2688.0,5574.0,1.88,1.83,0.05,1021.0,Pfizer/BioNTech
3009,Slovakia,SVK,2021-01-24,102419.0,99731.0,2688.0,5567.0,1.88,1.83,0.05,1020.0,Pfizer/BioNTech
3010,Slovakia,SVK,2021-01-25,111380.0,106399.0,4981.0,5589.0,2.04,1.95,0.09,1024.0,Pfizer/BioNTech
3011,Slovakia,SVK,2021-01-26,118608.0,113371.0,5237.0,5491.0,2.17,2.08,0.1,1006.0,Pfizer/BioNTech
3012,Slovakia,SVK,2021-01-27,125671.0,120162.0,5509.0,5374.0,2.3,2.2,0.1,984.0,Pfizer/BioNTech
3013,Slovakia,SVK,2021-01-28,135381.0,128350.0,7031.0,5715.0,2.48,2.35,0.13,1047.0,Pfizer/BioNTech
3014,Slovakia,SVK,2021-01-29,147180.0,137815.0,9365.0,6434.0,2.7,2.52,0.17,1178.0,Pfizer/BioNTech
3015,Slovakia,SVK,2021-01-30,148572.0,139204.0,9368.0,6593.0,2.72,2.55,0.17,1208.0,Pfizer/BioNTech
3016,Slovakia,SVK,2021-01-31,148853.0,139317.0,9536.0,6633.0,2.73,2.55,0.17,1215.0,Pfizer/BioNTech
3017,Slovakia,SVK,2021-02-01,160613.0,148168.0,12445.0,7033.0,2.94,2.71,0.23,1288.0,Pfizer/BioNTech
3018,Slovakia,SVK,2021-02-02,172870.0,156980.0,15890.0,7752.0,3.17,2.88,0.29,1420.0,Pfizer/BioNTech
3019,Slovakia,SVK,2021-02-03,184575.0,166355.0,18220.0,8415.0,3.38,3.05,0.33,1541.0,Pfizer/BioNTech
3020,Slovakia,SVK,2021-02-04,198996.0,175225.0,23771.0,9088.0,3.64,3.21,0.44,1665.0,Pfizer/BioNTech
3021,Slovakia,SVK,2021-02-05,214041.0,183591.0,30450.0,9552.0,3.92,3.36,0.56,1750.0,Pfizer/BioNTech
3022,Slovakia,SVK,2021-02-06,216825.0,185679.0,31146.0,9750.0,3.97,3.4,0.57,1786.0,Pfizer/BioNTech
3023,Slovakia,SVK,2021-02-07,217005.0,185859.0,31146.0,9736.0,3.97,3.4,0.57,1783.0,Pfizer/BioNTech
3024,Slovakia,SVK,2021-02-08,228236.0,193204.0,35032.0,9660.0,4.18,3.54,0.64,1769.0,Pfizer/BioNTech
3025,Slovakia,SVK,2021-02-09,243117.0,200544.0,42573.0,10035.0,4.45,3.67,0.78,1838.0,Pfizer/BioNTech
3026,Slovakia,SVK,2021-02-10,256128.0,207046.0,49082.0,10222.0,4.69,3.79,0.9,1872.0,Pfizer/BioNTech
3027,Slovakia,SVK,2021-02-11,269736.0,214053.0,55683.0,10106.0,4.94,3.92,1.02,1851.0,Pfizer/BioNTech
3028,Slovakia,SVK,2021-02-12,283774.0,221698.0,62076.0,9962.0,5.2,4.06,1.14,1825.0,Pfizer/BioNTech
3029,Slovakia,SVK,2021-02-13,287694.0,225199.0,62495.0,10124.0,5.27,4.12,1.14,1854.0,Pfizer/BioNTech
3030,Slovakia,SVK,2021-02-14,298502.0,235802.0,62700.0,11642.0,5.47,4.32,1.15,2132.0,Pfizer/BioNTech
3031,Slovakia,SVK,2021-02-15,311561.0,242064.0,69497.0,11904.0,5.71,4.43,1.27,2180.0,Pfizer/BioNTech
3032,Slovakia,SVK,2021-02-16,322574.0,246732.0,75842.0,11351.0,5.91,4.52,1.39,2079.0,Pfizer/BioNTech
3033,Slovakia,SVK,2021-02-17,333880.0,251980.0,81900.0,11107.0,6.12,4.62,1.5,2034.0,Pfizer/BioNTech
3034,Slovakia,SVK,2021-02-18,344450.0,255972.0,88478.0,10673.0,6.31,4.69,1.62,1955.0,Pfizer/BioNTech
3035,Slovakia,SVK,2021-02-19,344450.0,255972.0,88478.0,8668.0,6.31,4.69,1.62,1588.0,Pfizer/BioNTech
3058,Slovenia,SVN,2021-01-18,48107.0,47942.0,165.0,2634.0,2.31,2.31,0.01,1267.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3059,Slovenia,SVN,2021-01-19,50275.0,48495.0,1780.0,2688.0,2.42,2.33,0.09,1293.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3060,Slovenia,SVN,2021-01-20,54824.0,49664.0,5160.0,2669.0,2.64,2.39,0.25,1284.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3061,Slovenia,SVN,2021-01-21,59308.0,50945.0,8363.0,2359.0,2.85,2.45,0.4,1135.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3062,Slovenia,SVN,2021-01-22,61482.0,52149.0,9333.0,1990.0,2.96,2.51,0.45,957.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3063,Slovenia,SVN,2021-01-23,62195.0,52379.0,9816.0,2046.0,2.99,2.52,0.47,984.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3064,Slovenia,SVN,2021-01-24,62344.0,52395.0,9949.0,2066.0,3.0,2.52,0.48,994.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3065,Slovenia,SVN,2021-01-25,62351.0,52397.0,9954.0,2035.0,3.0,2.52,0.48,979.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3066,Slovenia,SVN,2021-01-26,64140.0,52484.0,11656.0,1981.0,3.09,2.52,0.56,953.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3067,Slovenia,SVN,2021-01-27,68959.0,52772.0,16187.0,2019.0,3.32,2.54,0.78,971.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3068,Slovenia,SVN,2021-01-28,74906.0,53283.0,21623.0,2228.0,3.6,2.56,1.04,1072.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3069,Slovenia,SVN,2021-01-29,79418.0,53843.0,25575.0,2562.0,3.82,2.59,1.23,1232.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3070,Slovenia,SVN,2021-01-30,79522.0,53848.0,25674.0,2475.0,3.83,2.59,1.23,1191.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3071,Slovenia,SVN,2021-01-31,79524.0,53848.0,25676.0,2454.0,3.83,2.59,1.24,1180.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3072,Slovenia,SVN,2021-02-01,79580.0,53871.0,25709.0,2461.0,3.83,2.59,1.24,1184.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3073,Slovenia,SVN,2021-02-02,80690.0,53887.0,26803.0,2364.0,3.88,2.59,1.29,1137.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3074,Slovenia,SVN,2021-02-03,85426.0,54033.0,31393.0,2352.0,4.11,2.6,1.51,1131.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3075,Slovenia,SVN,2021-02-04,92793.0,54691.0,38102.0,2555.0,4.46,2.63,1.83,1229.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3076,Slovenia,SVN,2021-02-05,98402.0,55055.0,43347.0,2712.0,4.73,2.65,2.09,1305.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3077,Slovenia,SVN,2021-02-06,99002.0,55083.0,43919.0,2783.0,4.76,2.65,2.11,1339.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3078,Slovenia,SVN,2021-02-07,99002.0,55083.0,43919.0,2783.0,4.76,2.65,2.11,1339.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3079,Slovenia,SVN,2021-02-08,99402.0,55483.0,43919.0,2832.0,4.78,2.67,2.11,1362.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3080,Slovenia,SVN,2021-02-09,99521.0,55571.0,43950.0,2690.0,4.79,2.67,2.11,1294.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3081,Slovenia,SVN,2021-02-10,102685.0,58040.0,44645.0,2466.0,4.94,2.79,2.15,1186.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3082,Slovenia,SVN,2021-02-11,110884.0,64630.0,46254.0,2584.0,5.33,3.11,2.22,1243.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3083,Slovenia,SVN,2021-02-12,119226.0,71260.0,47966.0,2975.0,5.73,3.43,2.31,1431.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3084,Slovenia,SVN,2021-02-13,120081.0,71936.0,48145.0,3011.0,5.78,3.46,2.32,1448.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3085,Slovenia,SVN,2021-02-14,120096.0,71950.0,48146.0,3013.0,5.78,3.46,2.32,1449.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3086,Slovenia,SVN,2021-02-15,120179.0,72024.0,48155.0,2968.0,5.78,3.46,2.32,1428.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3087,Slovenia,SVN,2021-02-16,121282.0,73056.0,48226.0,3109.0,5.83,3.51,2.32,1495.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3088,Slovenia,SVN,2021-02-17,126701.0,77916.0,48785.0,3431.0,6.09,3.75,2.35,1650.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3089,Slovenia,SVN,2021-02-18,134920.0,85536.0,49384.0,3434.0,6.49,4.11,2.38,1652.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3092,South Africa,ZAF,2021-02-18,2260.0,2260.0,2260.0,1130.0,0.0,0.0,0.0,19.0,Johnson&Johnson
3093,South Africa,ZAF,2021-02-19,6524.0,6524.0,6524.0,2175.0,0.01,0.01,0.01,37.0,Johnson&Johnson
3108,Spain,ESP,2021-01-18,897942.0,895627.0,2315.0,70264.0,1.92,1.92,0.0,1503.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3109,Spain,ESP,2021-01-19,966097.0,956756.0,9341.0,68282.0,2.07,2.05,0.02,1460.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3110,Spain,ESP,2021-01-20,1025937.0,1010295.0,15642.0,63471.0,2.19,2.16,0.03,1358.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3111,Spain,ESP,2021-01-21,1103301.0,1054245.0,49056.0,61016.0,2.36,2.25,0.1,1305.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3112,Spain,ESP,2021-01-22,1165825.0,1097369.0,68456.0,56696.0,2.49,2.35,0.15,1213.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3114,Spain,ESP,2021-01-24,1237593.0,1148895.0,88698.0,54664.0,2.65,2.46,0.19,1169.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3115,Spain,ESP,2021-01-25,1291216.0,1167519.0,123697.0,56182.0,2.76,2.5,0.26,1202.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3116,Spain,ESP,2021-01-26,1356461.0,1183395.0,173066.0,55766.0,2.9,2.53,0.37,1193.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3117,Spain,ESP,2021-01-27,1395618.0,1202859.0,192759.0,52812.0,2.98,2.57,0.41,1130.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3118,Spain,ESP,2021-01-28,1474189.0,1222323.0,251866.0,52984.0,3.15,2.61,0.54,1133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3121,Spain,ESP,2021-01-31,1609261.0,1251369.0,357892.0,53095.0,3.44,2.68,0.77,1136.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3122,Spain,ESP,2021-02-01,1673054.0,1254535.0,418519.0,54548.0,3.58,2.68,0.9,1167.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3123,Spain,ESP,2021-02-02,1764778.0,1265800.0,498978.0,58331.0,3.77,2.71,1.07,1248.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3124,Spain,ESP,2021-02-03,1865342.0,1279220.0,586122.0,67103.0,3.99,2.74,1.25,1435.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3125,Spain,ESP,2021-02-04,1988160.0,1305251.0,682909.0,73424.0,4.25,2.79,1.46,1570.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3128,Spain,ESP,2021-02-07,2105033.0,1318626.0,786407.0,70825.0,4.5,2.82,1.68,1515.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3129,Spain,ESP,2021-02-08,2167241.0,1328459.0,838782.0,70598.0,4.64,2.84,1.79,1510.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3130,Spain,ESP,2021-02-09,2233249.0,1343566.0,889683.0,66924.0,4.78,2.87,1.9,1431.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3131,Spain,ESP,2021-02-10,2320507.0,1377229.0,943278.0,65024.0,4.96,2.95,2.02,1391.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3132,Spain,ESP,2021-02-11,2423045.0,1422560.0,1000485.0,62126.0,5.18,3.04,2.14,1329.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3135,Spain,ESP,2021-02-14,2561608.0,1491517.0,1070091.0,65225.0,5.48,3.19,2.29,1395.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3136,Spain,ESP,2021-02-15,2624512.0,1527590.0,1096922.0,65324.0,5.61,3.27,2.35,1397.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3137,Spain,ESP,2021-02-16,2690457.0,1571277.0,1119180.0,65315.0,5.75,3.36,2.39,1397.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3138,Spain,ESP,2021-02-17,2782751.0,1638195.0,1144556.0,66035.0,5.95,3.5,2.45,1412.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3139,Spain,ESP,2021-02-18,2936011.0,1764985.0,1171026.0,73281.0,6.28,3.77,2.5,1567.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
3177,Sweden,SWE,2021-01-10,47407.0,47398.0,9.0,4746.0,0.47,0.47,0.0,470.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3184,Sweden,SWE,2021-01-17,119363.0,119321.0,42.0,10279.0,1.18,1.18,0.0,1018.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3191,Sweden,SWE,2021-01-24,228910.0,219419.0,9491.0,15650.0,2.27,2.17,0.09,1550.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3198,Sweden,SWE,2021-01-31,314398.0,281436.0,32962.0,12213.0,3.11,2.79,0.33,1209.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3205,Sweden,SWE,2021-02-07,406997.0,323848.0,83149.0,13228.0,4.03,3.21,0.82,1310.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3210,Sweden,SWE,2021-02-12,457862.0,341656.0,116206.0,11046.0,4.53,3.38,1.15,1094.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3214,Sweden,SWE,2021-02-16,505898.0,364120.0,141778.0,11222.0,5.01,3.61,1.4,1111.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3215,Sweden,SWE,2021-02-17,525850.0,373281.0,152569.0,12619.0,5.21,3.7,1.51,1249.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3216,Sweden,SWE,2021-02-18,553243.0,384401.0,168842.0,15079.0,5.48,3.81,1.67,1493.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3217,Sweden,SWE,2021-02-19,585843.0,398092.0,187751.0,18283.0,5.8,3.94,1.86,1810.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3239,Switzerland,CHE,2021-02-14,541031.0,438933.0,102098.0,18309.0,6.25,5.07,1.18,2116.0,"Moderna, Pfizer/BioNTech"
3240,Switzerland,CHE,2021-02-15,541031.0,438933.0,102098.0,18309.0,6.25,5.07,1.18,2116.0,"Moderna, Pfizer/BioNTech"
3241,Switzerland,CHE,2021-02-16,541031.0,438933.0,102098.0,18309.0,6.25,5.07,1.18,2116.0,"Moderna, Pfizer/BioNTech"
3242,Switzerland,CHE,2021-02-17,611842.0,474437.0,137405.0,18634.0,7.07,5.48,1.59,2153.0,"Moderna, Pfizer/BioNTech"
3273,Turkey,TUR,2021-02-12,3404354.0,3067822.0,336532.0,120650.0,4.04,3.64,0.4,1431.0,Sinovac
3274,Turkey,TUR,2021-02-13,3709896.0,3253005.0,456891.0,158311.0,4.4,3.86,0.54,1877.0,Sinovac
3275,Turkey,TUR,2021-02-14,3825101.0,3336164.0,488937.0,173515.0,4.54,3.96,0.58,2057.0,Sinovac
3276,Turkey,TUR,2021-02-15,4182027.0,3608148.0,573879.0,216832.0,4.96,4.28,0.68,2571.0,Sinovac
3277,Turkey,TUR,2021-02-16,4630784.0,3984622.0,646162.0,271154.0,5.49,4.72,0.77,3215.0,Sinovac
3278,Turkey,TUR,2021-02-17,5223602.0,4477432.0,746170.0,346927.0,6.19,5.31,0.88,4113.0,Sinovac
3279,Turkey,TUR,2021-02-18,5895295.0,5028179.0,867116.0,435596.0,6.99,5.96,1.03,5165.0,Sinovac
3280,Turkey,TUR,2021-02-19,6361699.0,5384983.0,976716.0,422478.0,7.54,6.38,1.16,5009.0,Sinovac
3316,United Arab Emirates,ARE,2021-01-10,1086568.0,836568.0,250000.0,52053.0,10.99,8.46,2.53,5263.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
3378,United Kingdom,GBR,2021-01-03,1400134.0,1378215.0,21919.0,56646.0,2.06,2.03,0.03,834.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3385,United Kingdom,GBR,2021-01-10,2677971.0,2286572.0,391399.0,182548.0,3.94,3.37,0.58,2689.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3386,United Kingdom,GBR,2021-01-11,2843815.0,2431648.0,412167.0,180162.0,4.19,3.58,0.61,2654.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3387,United Kingdom,GBR,2021-01-12,3067541.0,2639309.0,428232.0,186044.0,4.52,3.89,0.63,2741.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3388,United Kingdom,GBR,2021-01-13,3356229.0,2918252.0,437977.0,201207.0,4.94,4.3,0.65,2964.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3389,United Kingdom,GBR,2021-01-14,3678180.0,3234946.0,443234.0,221122.0,5.42,4.77,0.65,3257.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3390,United Kingdom,GBR,2021-01-15,4023705.0,3576263.0,447442.0,244404.0,5.93,5.27,0.66,3600.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3391,United Kingdom,GBR,2021-01-16,4322456.0,3872394.0,450062.0,261005.0,6.37,5.7,0.66,3845.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3392,United Kingdom,GBR,2021-01-17,4514802.0,4062501.0,452301.0,262404.0,6.65,5.98,0.67,3865.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3393,United Kingdom,GBR,2021-01-18,4723443.0,4266577.0,456866.0,268518.0,6.96,6.28,0.67,3955.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3394,United Kingdom,GBR,2021-01-19,5070365.0,4609740.0,460625.0,286118.0,7.47,6.79,0.68,4215.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3395,United Kingdom,GBR,2021-01-20,5437284.0,4973248.0,464036.0,297294.0,8.01,7.33,0.68,4379.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3396,United Kingdom,GBR,2021-01-21,5849899.0,5383103.0,466796.0,310246.0,8.62,7.93,0.69,4570.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3397,United Kingdom,GBR,2021-01-22,6329968.0,5861351.0,468617.0,329466.0,9.32,8.63,0.69,4853.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3398,United Kingdom,GBR,2021-01-23,6822981.0,6353321.0,469660.0,357218.0,10.05,9.36,0.69,5262.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3399,United Kingdom,GBR,2021-01-24,7044048.0,6573570.0,470478.0,361321.0,10.38,9.68,0.69,5322.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3400,United Kingdom,GBR,2021-01-25,7325773.0,6853327.0,472446.0,371761.0,10.79,10.1,0.7,5476.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3401,United Kingdom,GBR,2021-01-26,7638543.0,7164387.0,474156.0,366883.0,11.25,10.55,0.7,5404.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3402,United Kingdom,GBR,2021-01-27,7953250.0,7476765.0,476485.0,359424.0,11.72,11.01,0.7,5295.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3403,United Kingdom,GBR,2021-01-28,8369438.0,7891184.0,478254.0,359934.0,12.33,11.62,0.7,5302.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3404,United Kingdom,GBR,2021-01-29,8859372.0,8378940.0,480432.0,361343.0,13.05,12.34,0.71,5323.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3405,United Kingdom,GBR,2021-01-30,9468382.0,8977329.0,491053.0,377914.0,13.95,13.22,0.72,5567.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3406,United Kingdom,GBR,2021-01-31,9790576.0,9296367.0,494209.0,392361.0,14.42,13.69,0.73,5780.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3407,United Kingdom,GBR,2021-02-01,10143511.0,9646715.0,496796.0,402534.0,14.94,14.21,0.73,5930.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3408,United Kingdom,GBR,2021-02-02,10520433.0,10021471.0,498962.0,411699.0,15.5,14.76,0.73,6065.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
3409,United Kingdom,GBR,2021-02-03,10992444.0,10490487.0,501957.0,434171.0,16.19,15.45,0.74,6396.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
